name,category,subcategory,brand,description,image_url,tags,status
4402 – Set me 5-cop lame sharre horizontale 200 x 180 x 1.4 mm per metal dhe alumin,Elektrik,,,,,elektrik,active
70436 – Gomine me ngjitje Ø 150mm M14,Elektrik,,,,,elektrik,active
AKSDS63803 – Punto Konike per vidiator,Elektrik,,,,,elektrik,active
YT-44740 – Punto Konike Titan 6-38MM,Elektrik,,,,,elektrik,active
2325060E – Mashkull filetimi me 1 kalim Cobalt M6,Elektrik,,,,,elektrik,active
Set me 45 maja me goditje 25/50mm – WSV6545,Elektrik,,,,,elektrik,active
"YT-47932 – Sfungjer zmerilimi per poliatrice/luciduese  150MM, M14",Elektrik,,,,,elektrik,active
BHT4060 – Gote diamanti per qeramike Φ30mm,Elektrik,,,,,elektrik,active
75316 – Adaptor ajerngrohesje per ngjitje parakolpesh 5 mm,Elektrik,,Grohe,,,elektrik,active
9106 – Adaptor ajerngrohesje per ngjitje parakolpesh 3 mm,Elektrik,,Grohe,,,elektrik,active
101003 – Punto Konike HSS 9.0×76,Elektrik,,,,,elektrik,active
2325030T – Mashkull filetimi me 1 kalim Titan M3,Elektrik,,,,,elektrik,active
2325050E – Mashkull filetimi me 1 kalim Cobalt M5,Elektrik,,,,,elektrik,active
2325040E – Mashkull filetimi me 1 kalim Cobalt M4,Elektrik,,,,,elektrik,active
443/1 – Punto freze Titan 4-12 mm,Elektrik,,,,,elektrik,active
359300003 – Tampon per zmeriluese muri BDS7100 f225,Elektrik,,,,,elektrik,active
Punto SDS-Plus 8 x 310 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto SDS-Plus 6 x 310 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto SDS-Plus 8 x 460 mm,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 16 x 400 mm,Elektrik,,,,,elektrik,active
Adaptor SDS Plus per gotat HSS-BI-Metali 40-152 mm,Elektrik,,,,,elektrik,active
Punto Druri Lewis 18 x 460 mm,Elektrik,,,,,elektrik,active
Dalte SDS-Plus e gjere 40 x 250 mm,Elektrik,,,,,elektrik,active
YT-60442 – Punto diamanti porcelani per gure fleksibel 8mm,Elektrik,,,,,elektrik,active
YT-44073 – Gote shpimi Inoxi me vidio 90 mm,Elektrik,,,,,elektrik,active
YT-43490 – Set me 18 punto universal me kase metalike,Elektrik,,,,,elektrik,active
"215130 – Punto Metali HSS-Co / DIN 338 13,0 mm",Elektrik,,,,,elektrik,active
"B09338E13.00 – Punto Metali HSS-CO / DIN 338 N 13,00",Elektrik,,,,,elektrik,active
Punto Druri Lewis 24 x 230 mm,Elektrik,,,,,elektrik,active
"9660-10 – Komplet me 3 meshkuj filetimi HSS-G DIN 352, M10 x 1.5",Elektrik,,,,,elektrik,active
"AKHS200016 – Leter Uji e Zeze  230x280mm, P2000",Elektrik,,,,,elektrik,active
"AKHS150016 – Leter Uji e Zeze 230x280mm, P1500",Elektrik,,,,,elektrik,active
"AKHS100016 – Leter Uji e Zeze  230x280mm, P1000",Elektrik,,,,,elektrik,active
"AKHS040016 – Leter Uji e Zeze 230x280mm, P400",Elektrik,,,,,elektrik,active
"AKHS028016 – Leter Uji e Zeze 230x280mm, P280",Elektrik,,,,,elektrik,active
BHT4084 – Adaptor SDS max 22×450 mm,Elektrik,,,,,elektrik,active
"HSB4061 – Set me gota karbiti + adaptore 33,53,73, 83mm",Elektrik,,3M,,,elektrik,active
"215120 – Punto Metali HSS-Co / DIN 338 12,0 mm",Elektrik,,,,,elektrik,active
"B10345N19.00 – Punto Metali me aks konik per trapan bango HSS DIN 345 19,00",Elektrik,,,,,elektrik,active
TSB1235252 – Set me 2 disqe druri,Elektrik,,,,,elektrik,active
DBH1241805 – Punto SDS-Max 18×540 mm,Elektrik,,,,,elektrik,active
TSB125423 – Disk Druri 254 mm 60 T,Elektrik,,,,,elektrik,active
CGW021251 – Kupe zmerilimi me diamant 125 mm,Elektrik,,,,,elektrik,active
HCB1001 – Gote betoni 100 mm,Elektrik,,,,,elektrik,active
Set me 10 Punto/Dalta SDS-Plus (8 punto + 2 dalta),Elektrik,,,,,elektrik,active
DBH1212504 – Punto SDS-Plus 25×600 mm,Elektrik,,,,,elektrik,active
2325030E – Mashkull filetimi me 1 kalim Cobalt M3,Elektrik,,,,,elektrik,active
4052 – Set me 5-cop lame sharre horizontale 240 x 210 x 6.5 mm per dru dhe melamine,Elektrik,,,,,elektrik,active
5505 – Adaptor per gota Bi-metali 32-152 mm me kapje trapani,Elektrik,,,,,elektrik,active
"B09338E12.50 – Punto Metali HSS-CO / DIN 338 N 12,50",Elektrik,,,,,elektrik,active
Punto SDS-Plus 10 x 310 mm me 4 koka,Elektrik,,,,,elektrik,active
Set me 31 maja me goditje 25mm dhe 50mm – AKDL11306,Elektrik,,,,,elektrik,active
102119 – Punto konike e frezuar HSS 8.0×16.5,Elektrik,,,,,elektrik,active
3158 – Set me 5-cop lame sharre vertikale 250 x 230 x 3 mm per dru dhe melamine Profi Line,Elektrik,,,,,elektrik,active
4405 – Set me 5-cop lame sharre horizontale 150 x 130 x 1.0 mm per metale te holla dhe alumin,Elektrik,,,,,elektrik,active
"334089 – Disk Diamanti Universal Turbo DT 310 UT Ø 125x2x22,23×10 mm",Elektrik,,,,,elektrik,active
Punto SDS-Plus 12 x 265 mm me 4 koka,Elektrik,,,,,elektrik,active
Dalte SDS-Max me maje te sheshte 25 x 400 mm,Elektrik,,,,,elektrik,active
Dalte SDS-Max me maje 400 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 14 x 310 mm,Elektrik,,,,,elektrik,active
TSB321023 – Disk Preres Alumini 210 mm 60T,Elektrik,,,,,elektrik,active
HCB0801 – Gote betoni 80 mm,Elektrik,,,,,elektrik,active
"AKD7058 – Set me 5 punto xhami (4,5,6,8,10 mm)",Elektrik,,,,,elektrik,active
CGW011251 – Kupe zmerilimi per beton 125 mm,Elektrik,,,,,elektrik,active
CGW011151 – Kupe zmerilimi per beton 115 mm,Elektrik,,,,,elektrik,active
DMD022501 – Disk preres diamanti per pllaka ne te lagur 250×25.4 mm,Elektrik,,,,,elektrik,active
YT-44072 – Gote shpimi Inoxi me vidio 80 mm,Elektrik,,,,,elektrik,active
Shfiletues M3 – M18 1/8 – 3/4”,Elektrik,,,,,elektrik,active
"B11340G13.00 – Punto Metali te gjata HSS-G 13,0 mm DIN 340 N",Elektrik,,,,,elektrik,active
"B10345N18.50 – Punto Metali me aks konik per trapan bango HSS DIN 345 18,50",Elektrik,,,,,elektrik,active
"B09338E12.00 – Punto Metali HSS-CO / DIN 338 N 12,00",Elektrik,,,,,elektrik,active
Punto SDS-Plus 14 x 260 mm,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 18 x 160 mm,Elektrik,,,,,elektrik,active
SDBIM11PH263 – Set me 10 maja me goditje PH2x 150 mm,Elektrik,,,,,elektrik,active
CGW021151 – Kupe zmerilimi me diamant 115 mm,Elektrik,,,,,elektrik,active
"MP1160 – Shufer perzjerese M14, 160×600 mm",Elektrik,,,,,elektrik,active
Punto Druri Lewis 14 x 460 mm,Elektrik,,,,,elektrik,active
"9660-08 – Komplet me 3 meshkuj filetimi HSS-G DIN 352, M8 x 1.25",Elektrik,,,,,elektrik,active
"Punto Metali me maje konike HSS-G Twist / DIN338 9,0 mm",Elektrik,,,,,elektrik,active
"AKDL30906 – Set me 9 Punto SDS-Plus 6X110,8X110,6X160,6X160,8X160,10X160,12X160,14X160,16X160mm",Elektrik,,,,,elektrik,active
YT-04621 – Set me 23 maja me goditje per vidiator + adaptor,Elektrik,,,,,elektrik,active
BHT4059 – Gote diamanti per qeramike Φ22mm,Elektrik,,,,,elektrik,active
BHT4058 – Gote diamanti per qeramike Φ20mm,Elektrik,,,,,elektrik,active
BHT4057 – Gote diamanti per qeramike Φ16mm,Elektrik,,,,,elektrik,active
BHT4056 – Gote diamanti per qeramike Φ14mm,Elektrik,,,,,elektrik,active
BHT4055 – Gote diamanti per qeramike Φ12mm,Elektrik,,,,,elektrik,active
BHT4054 – Gote diamanti per qeramike Φ10mm,Elektrik,,,,,elektrik,active
BHT4053 – Gote diamanti per qeramike Φ8mm,Elektrik,,,,,elektrik,active
BHT4052 – Gote diamanti per qeramike Φ6mm,Elektrik,,,,,elektrik,active
BHT4051 – Gote diamanti per qeramike Φ5mm,Elektrik,,,,,elektrik,active
783255 – Punto SDS-Plus me 4 koka 14x165mm,Elektrik,,,,,elektrik,active
"215115 – Punto Metali HSS-Co / DIN 338 11,5 mm",Elektrik,,,,,elektrik,active
3150-F – Set me 5-cop lame sharre vertikale 132 x 110 x 2.5 mm per metal dhe dru Profi Top Line,Elektrik,,,,,elektrik,active
"4037 – Set me 5-cop lame sharre horizontale 230 x 210 x 4.2 mm per dru, melamine dhe plastik",Elektrik,,,,,elektrik,active
4401 – Set me 5-cop lame sharre horizontale 150 x 130 x 1.4 mm per metal dhe alumin,Elektrik,,,,,elektrik,active
14836 – Gomine me kapje Ø 150mm  M14,Elektrik,,,,,elektrik,active
"Disk Diamanti Universal Turbo DT 310 UT Ø 115x2x22,23×10 mm",Elektrik,,,,,elektrik,active
"B10345N18.00 – Punto Metali me aks konik per trapan bango HSS DIN 345 18,00",Elektrik,,,,,elektrik,active
Dalte SDS-plus e sheshte 20X250mm,Elektrik,,,,,elektrik,active
YT-59982 – Disk diamanti Turbo 125mm per pllaka porcelani,Elektrik,,,,,elektrik,active
YT-47212 – Dalte SDS-Plus me maje te sheshte e zeze 80mm,Elektrik,,,,,elektrik,active
DBH1212204 – Punto SDS-Plus 22×600 mm,Elektrik,,,,,elektrik,active
"322628 – Gure Preres per metal A930N Ø350×3.0x25,4 mm",Elektrik,,,,,elektrik,active
"B10345N17.00 – Punto Metali me aks konik per trapan bango HSS DIN 345 17,00",Elektrik,,,,,elektrik,active
Punto SDS-Plus 12 x 215 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 14 x 400 mm,Elektrik,,,,,elektrik,active
Lama sharre 5-cope 90 x 3 mm per dru te forte,Elektrik,,,,,elektrik,active
Lama sharre 5-cope te gjata 132 x 1.7 mm per dru,Elektrik,,,,,elektrik,active
Punto Druri Lewis 22 x 230 mm,Elektrik,,,,,elektrik,active
Adaptor per gotat HSS-BI-Metali Hexagon 40-152 mm,Elektrik,,,,,elektrik,active
TSB125425 – Disk druri 254 mm,Elektrik,,,,,elektrik,active
TSB123523 – Disk druri 235 mm,Elektrik,,,,,elektrik,active
HCB0651 – Gote betoni 65 mm,Elektrik,,,,,elektrik,active
AKSD68303 – Set me 30 maja me goditje 25 mm,Elektrik,,,,,elektrik,active
YT-60403 – Punto Diamanti Pllakash Porcelani dhe Qeramike Profi 10mm,Elektrik,,,,,elektrik,active
Gote BI-Metali HSS-CO 60mm 4/6 TPI – 4101031,Elektrik,,,,,elektrik,active
YT-59981 – Disk diamanti Turbo 115mm per pllaka porcelani,Elektrik,,,,,elektrik,active
"YT-59972 – Disk diamanti per qeramike, 125×1.6mm",Elektrik,,,,,elektrik,active
"259080 – Punto Metali me maje konike HSS-G Twist / DIN338 8,0 mm",Elektrik,,,,,elektrik,active
YT-60533 – Disk druri 150X30TX20MM,Elektrik,,,,,elektrik,active
"B11340G12.50 – Punto Metali te gjata HSS-G 12,5 mm DIN 340 N",Elektrik,,,,,elektrik,active
Punto SDS-Plus 16 x 210 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 5 x 310 mm,Elektrik,,,,,elektrik,active
SDBIM11T2563 – Set me 10 Maja Torx me Goditje T25x150mm,Elektrik,,,,,elektrik,active
YT-44071 – Gote shpimi Inoxi me vidio 70 mm,Elektrik,,,,,elektrik,active
AKSDS63503 – Punto Konike Per Vidiator 6 – 35 mm,Elektrik,,,,,elektrik,active
"259070E – Punto Metali me maje konike HSS-CO Twist / DIN338 7,0 mm",Elektrik,,,,,elektrik,active
5045 – Gote HSS Bi-metal 45 mm,Elektrik,,,,,elektrik,active
"B11340G12.00 – Punto Metali te gjata HSS-G 12,0 mm DIN 340 N",Elektrik,,,,,elektrik,active
"B10345N16.50 – Punto Metali me aks konik per trapan bango HSS DIN 345 16,50",Elektrik,,,,,elektrik,active
"B09338E11.50 – Punto Metali HSS-CO / DIN 338 N 11,50",Elektrik,,,,,elektrik,active
Punto SDS-Plus 10 x 260 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto SDS-Plus 6 x 260 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto SDS-Plus 16 x 160 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 6 x 310 mm,Elektrik,,,,,elektrik,active
Punto Druri Lewis 12 x 460 mm,Elektrik,,,,,elektrik,active
Punto Druri Lewis 20 x 230 mm,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 12 x 400 mm,Elektrik,,,,,elektrik,active
"AKTGS3011 – Kallama ngjites 30 cm, 1 kg",Elektrik,,,,,elektrik,active
YT-60402 – Punto Diamanti Pllakash Porcelani dhe Qeramike Profi 8mm,Elektrik,,,,,elektrik,active
BHT2023 – Tampon leshi per poliatrice 180 mm,Elektrik,,,,,elektrik,active
YT-59971 – Disk diamanti 115×1.6mm qeramik,Elektrik,,,,,elektrik,active
DBH1212005 – Punto SDS-Plus 20×600 mm,Elektrik,,,,,elektrik,active
"259065E – Punto Metali me maje konike HSS-CO Twist / DIN338 6,5 mm",Elektrik,,,,,elektrik,active
YT-44731 – Set me 3 punto konike 3-20mm,Elektrik,,,,,elektrik,active
"215110 – Punto Metali HSS-Co / DIN 338 11,0 mm",Elektrik,,,,,elektrik,active
2325030 – Mashkull filetimi me 1 kalim HSS M3,Elektrik,,,,,elektrik,active
3104-XLS – Set me 5-cop lame sharre vertikale 170 x 145 x 4 mm per dru dhe melamine Profi Line,Elektrik,,,,,elektrik,active
70434 – Gomine me ngjitje Ø 125mm M14,Elektrik,,,,,elektrik,active
Punto SDS-Plus 8 x 260 mm me 4 koka,Elektrik,,,,,elektrik,active
Adaptor per gotat HSS-BI-Metali SDS-Plus 30-38 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 12 x 310 mm,Elektrik,,,,,elektrik,active
DMD0123013 – Disk Preres Diamanti 230x12x22.2 mm,Elektrik,,,,,elektrik,active
DMD012302 – Disk Preres Diamanti 230x10x22.2mm,Elektrik,,,,,elektrik,active
"YT-47931 – Sfungjer zmerilimi per poliatrice/luciduese  125MM, M14",Elektrik,,,,,elektrik,active
YT-44070 – Gote shpimi Inoxi me vidio 65 mm,Elektrik,,,,,elektrik,active
"215105 – Punto Metali HSS-Co / DIN 338 10,5 mm",Elektrik,,,,,elektrik,active
101002 – Punto Konike HSS 8.0,Elektrik,,,,,elektrik,active
5043 – Gote HSS Bi-metal 43 mm,Elektrik,,,,,elektrik,active
B17ABG338N18/13 – Punto Metali me Aks 13 DIN 338N-HSS 18 mm,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 8 x 400 mm,Elektrik,,,,,elektrik,active
Dalte SDS-plus me maje 250mm me vetemprehje,Elektrik,,,,,elektrik,active
Punto SDS-Plus 12 x 260 mm,Elektrik,,,,,elektrik,active
Punto Druri Lewis 10 x 460 mm,Elektrik,,,,,elektrik,active
Punto Druri Lewis 18 x 230 mm,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 10 x 400 mm,Elektrik,,,,,elektrik,active
MCD1211525 – Set me 25 disqe preres abraziv 115 mm,Elektrik,,,,,elektrik,active
"MP1120 – Shufer perzjerese M14, 120×600 mm",Elektrik,,,,,elektrik,active
YT-60401 – Punto Diamanti Pllakash Porcelani dhe Qeramike Profi 6mm,Elektrik,,,,,elektrik,active
"B10345N16.00 – Punto Metali me aks konik per trapan bango HSS DIN 345 16,00",Elektrik,,,,,elektrik,active
"B09338E11.00 – Punto Metali HSS-CO / DIN 338 N 11,00",Elektrik,,,,,elektrik,active
Kend per maja kacavide hexagon 1/4”,Elektrik,,,,,elektrik,active
APG18012 – Set me 12 Aksesore Lucidimi dhe Pastrimi Ø180mm per APLI2018,Elektrik,,,,,elektrik,active
"TSB1853 – Set me 2 disqe Druri Ultra te Holle 185×1.0X16mm, 24DH per sharre rrethore me bateri CSLI1851",Elektrik,,,,,elektrik,active
"DMD032302 – Disk Preres Diamanti Turbo 23022.2mm, lartesia diamantit 10mm",Elektrik,,,,,elektrik,active
"259060E – Punto Metali me maje konike HSS-CO Twist / DIN338 6,0 mm",Elektrik,,,,,elektrik,active
"B17ABG338N17.50/13 – Punto Metali me Aks 13 DIN 338N-HSS 17,5 mm",Elektrik,,,,,elektrik,active
BHT2022 – Tampon leshi per poliatrice 150 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 12 x 160 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto SDS-Plus 14 x 210 mm,Elektrik,,,,,elektrik,active
TSB121022 – Disk Druri 210 mm 48T,Elektrik,,,,,elektrik,active
TSB118510 – Disk Druri 185 mm 30T (Set -2cp),Elektrik,,,,,elektrik,active
"TSB1653 – Set me 2 disqe Druri Ultra te Holle 165×1.0X16mm, 24DH per sharre rrethore me bateri",Elektrik,,,,,elektrik,active
YT-44069 – Gote shpimi Inoxi me vidio 60 mm,Elektrik,,,,,elektrik,active
YT-60522 – Disk druri 140X30TX20MM,Elektrik,,,,,elektrik,active
5038 – Gote HSS Bi-metal 38 mm,Elektrik,,,,,elektrik,active
"325218 – Gure Axhustimi Supra Inoksi A624T 230×6.0x22,23mm",Elektrik,,3M,,,elektrik,active
70433 – Gomine me ngjitje Ø 115mm M14,Elektrik,,,,,elektrik,active
"B11340G11.50 – Punto Metali te gjata HSS-G 11,5 mm DIN 340 N",Elektrik,,,,,elektrik,active
"B10345N15.00 – Punto Metali me aks konik per trapan bango HSS DIN 345 15,00",Elektrik,,,,,elektrik,active
B17ABG338N17/13 – Punto Metali me Aks 13 DIN 338N-HSS 17 mm,Elektrik,,,,,elektrik,active
"B09338E10.50 – Punto Metali HSS-CO / DIN 338 N 10,50",Elektrik,,,,,elektrik,active
Punto SDS-Plus 10 x 210 mm me 4 koka,Elektrik,,,,,elektrik,active
"9660-06 – Komplet me 3 meshkuj filetimi HSS-G DIN 352, M6 x 1.0",Elektrik,,,,,elektrik,active
22612 – Punto metali Konike 4-32MM,Elektrik,,,,,elektrik,active
"259055E – Punto Metali me maje konike HSS-CO Twist / DIN338 5,5 mm",Elektrik,,,,,elektrik,active
101001 – Punto Konike HSS 6.0,Elektrik,,,,,elektrik,active
102107 – Punto konike e frezuar HSS 5.0×6.3,Elektrik,,,,,elektrik,active
"B10345N14.50 – Punto Metali me aks konik per trapan bango HSS DIN 345 14,50",Elektrik,,,,,elektrik,active
APG15012 – Set me 12 Aksesore Lucidimi dhe Pastrimi Ø150mm per APLI2015,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 16 x 160 mm,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 14 x 200 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 14 x 160 mm,Elektrik,,,,,elektrik,active
Punto Druri Lewis 12 x 320 mm,Elektrik,,,,,elektrik,active
Punto Druri Lewis 16 x 230 mm,Elektrik,,,,,elektrik,active
MX218008-SP-1-B – Shufer perzjerese e majte per MX218009,Elektrik,,,,,elektrik,active
MX218008-SP-1-A – Shufer perzjerese e djathte per MX218008,Elektrik,,,,,elektrik,active
"B11340G11.00 – Punto Metali te gjata HSS-G 11,0 mm DIN 340 N",Elektrik,,,,,elektrik,active
Gote BI-Metali HSS-CO 37mm 4/6 TPI – 4101017,Elektrik,,,,,elektrik,active
"Disk Druri 235x30x25.4mm, 60T – WTC1K08",Elektrik,,,,,elektrik,active
"Disk Druri 235x30x25.4mm, 40T – WTC1K07",Elektrik,,,,,elektrik,active
MCD11011525 – Set me 25 disqe Ultra te Holle per metal/inox 115×1.0x22.2mm,Elektrik,,,,,elektrik,active
Set me 2 disqe druri ultra te holle 140×1.0 mm per sharre rrethore CSLI1401,Elektrik,,,,,elektrik,active
YT-44068 – Gote shpimi Inoxi me vidio 55 mm,Elektrik,,,,,elektrik,active
25450 – Set me 5 koka zmerilimi diamanti,Elektrik,,,,,elektrik,active
22572 – Set me 9 gota shpimi+ adaptor 38-127 mm,Elektrik,,,,,elektrik,active
YT-60631 – Disk parketi 185mm/140T 20MM,Elektrik,,,,,elektrik,active
YT-6052 – Disk druri 140X16TX20 MM,Elektrik,,,,,elektrik,active
YT-34684 – Set me 3 lama  28.5mm per makineri multifunksionale,Elektrik,,,,,elektrik,active
YT-61723 – Koke zmerilimi diamanti 10mm e rrumbullaket 56mm,Elektrik,,,,,elektrik,active
YT-61722 – Koke zmerilimi karbiti premium 10 x 56mm,Elektrik,,,,,elektrik,active
WB10071 – Set me 7 Furca Teli pastrimi,Elektrik,,,,,elektrik,active
"74210 – Kallama plastik te zi per ngjitjen e plastikes ABS , 37 cp",Elektrik,,,,,elektrik,active
"215100 – Punto Metali HSS-Co / DIN 338 10,0 mm",Elektrik,,,,,elektrik,active
3114 – Set me 5-cop lame sharre vertikale 132 x 110 x 1.2 mm per metal Classic Line,Elektrik,,,,,elektrik,active
3180 – Set me 5-cop lame sharre vertikale 115 x 90 x 2.8 mm per dru dhe melamine Profi Line,Elektrik,,,,,elektrik,active
3119 – Set me 5-cop lame sharre vertikale 100 x 75 x 3 mm per metal Classic Line,Elektrik,,,,,elektrik,active
"4035 – Lama sharre horizontale per dru 5 cope, per sharra horizontale 150 mm",Elektrik,,,,,elektrik,active
6016 – Gote HSS Bi-metal me 8% Cobalt 16 mm,Elektrik,,,,,elektrik,active
5032 – Gote HSS Bi-metal 32 mm,Elektrik,,,,,elektrik,active
WK-FT – Prerese Polisteroli Plastike Ø66.7,Elektrik,,,,,elektrik,active
"B10345N14.00 – Punto Metali me aks konik per trapan bango HSS DIN 345 14,00",Elektrik,,,,,elektrik,active
"B09338E10.00 – Punto Metali HSS-CO / DIN 338 N 10,00",Elektrik,,,,,elektrik,active
BKC2400 – Mandrino SDS -PLUS me adaptor 2-13mm 1/2″,Elektrik,,3M,,,elektrik,active
Punto SDS-Plus 10 x 160 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto SDS-Plus 8 x 210 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto SDS-Plus 6 x 210 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto SDS-Plus 5 x 260 mm,Elektrik,,,,,elektrik,active
Lama sharre 5-cope 74 x 4 mm per dru dhe melamin,Elektrik,,,,,elektrik,active
Punto SDS-Plus 10 x 310 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 8 x 310 mm,Elektrik,,,,,elektrik,active
Dalte SDS-Plus e sheshte 250 mm,Elektrik,,,,,elektrik,active
Dalte SDS-Plus me maje 250 mm,Elektrik,,,,,elektrik,active
DBH1212004 – Punto SDS-Plus 20×450 mm,Elektrik,,,,,elektrik,active
TSB118513 – Disk Druri 185 mm 60T,Elektrik,,,,,elektrik,active
HCB0501 – Gote betoni 50 mm,Elektrik,,,,,elektrik,active
DBH1212202C – Punto SDS-Plus me 4 koka 22×310 mm,Elektrik,,,,,elektrik,active
"Kallama ngjites 11x150mm, paketimi 1kg – WGJ5815",Elektrik,,,,,elektrik,active
YT-60429 – Punto Diamanti per pllaka porcelan dhe qeramike 25MM,Elektrik,,,,,elektrik,active
YT-44065 – Gote shpimi Inoxi me vidio 50 mm,Elektrik,,,,,elektrik,active
31135-F – Set me 5-cop lame sharre vertikale 100 x 75 x 2 mm per metal dhe alumin Profi Top Line,Elektrik,,,,,elektrik,active
5503 – Adaptor per gota Bi-metali 14-30 mm me kapje trapani,Elektrik,,,,,elektrik,active
Punto SDS-Plus 10 x 115 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto SDS-Plus 6 x 260 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 12 x 210 mm,Elektrik,,,,,elektrik,active
"259050E – Punto Metali me maje konike HSS-CO Twist / DIN338 5,0 mm",Elektrik,,,,,elektrik,active
"RSB1111DF – Set me 5 lama sharre horizontale per dru me gozhde 150xx19x1.2mm, 6TPI",Elektrik,,,,,elektrik,active
YT-44064 – Gote shpimi Inoxi me vidio 45 mm,Elektrik,,,,,elektrik,active
WCBM0301 – Set me 3 furca pastrimi te mesme per trapan,Elektrik,,,,,elektrik,active
"259070 – Punto Metali me maje konike HSS-G Twist / DIN338 7,0 mm",Elektrik,,,,,elektrik,active
"259045E – Punto Metali me maje konike HSS-CO Twist / DIN338 4,5 mm",Elektrik,,,,,elektrik,active
"259042E – Punto Metali me maje konike HSS-CO Twist / DIN338 4,2 mm",Elektrik,,,,,elektrik,active
70113 – Reduktor ajri per ajerngoheset 50 mm,Elektrik,,,,,elektrik,active
3104-XL – Set me 5-cop lame sharre vertikale 150 x 130 x 4 mm per dru dhe melamine Profi Line,Elektrik,,,,,elektrik,active
3165 – Set me 5-cop lame sharre vertikale 132 x 110 x 1.5 mm per dru dhe melamine Profi Line,Elektrik,,,,,elektrik,active
3101-L – Set me 5-cop lame sharre vertikale 130 x 110 x 2.5 mm per dru dhe melamine Profi Line,Elektrik,,,,,elektrik,active
6014 – Gote HSS Bi-metal me 8% Cobalt 14 mm,Elektrik,,,,,elektrik,active
353326 – Gure Preres per metal A330 Ø 356X25.4,Elektrik,,,,,elektrik,active
14835 – Gomine me kapje Ø 125mm M14,Elektrik,,,,,elektrik,active
"B11340G9.50 – Punto Metali te gjata HSS-G 9,5 mm DIN 340 N",Elektrik,,,,,elektrik,active
B17ABG338N16/13 – Punto Metali me Aks 13 DIN 338N-HSS 16 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 8 x 160 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 14 x 150 mm,Elektrik,,,,,elektrik,active
Lama sharre per metal 100.4 x 1 mm,Elektrik,,,,,elektrik,active
Punto Druri Lewis 14 x 230 mm,Elektrik,,,,,elektrik,active
"TSB118515 – Disk druri 185×20 mm, 40T",Elektrik,,,,,elektrik,active
HCBA14501 – Zgjatues per gota betoni Adaptor+punto,Elektrik,,,,,elektrik,active
DBH1211804 – Punto SDS-Plus 18×450 mm,Elektrik,,,,,elektrik,active
AKSD08301 – Set me 30 maja kacavidash 25 mm,Elektrik,,,,,elektrik,active
DMD022002 – Disk preres diamanti per pllaka ne te lagur 200×25.4 mm,Elektrik,,,,,elektrik,active
DBH1212003C – Punto SDS-Plus me 4 koka 20×310 mm,Elektrik,,,,,elektrik,active
"259065 – Punto Metali me maje konike HSS-G Twist / DIN338 6,5 mm",Elektrik,,,,,elektrik,active
DBT01131001 – Punto Cobalti HSS-CO 10.0mm 5% Cobalt,Elektrik,,,,,elektrik,active
YT-61727 – Koke zmerilimi diamanti e rrumullaket 50mm,Elektrik,,,,,elektrik,active
YT-61726 – Koke zmerilimi diamanti konike 10mm,Elektrik,,,,,elektrik,active
YT-61725 – Punto zmerilimi metali e rrumbullake 6x45mm,Elektrik,,,,,elektrik,active
"215095 – Punto Metali HSS-Co / DIN 338 9,5 mm",Elektrik,,,,,elektrik,active
5022 – Gote HSS Bi-metal 22 mm,Elektrik,,,,,elektrik,active
353324 – Gure Preres per metal A630 Ø 356X2.5X25.4,Elektrik,,,,,elektrik,active
14838 – Gomine me kapje Ø 115mm M14,Elektrik,,,,,elektrik,active
BHT2021 – Tampon leshi per poliatrice 125 mm,Elektrik,,,,,elektrik,active
Punto SDS-Plus 6 x 160 mm me 4 koka,Elektrik,,,,,elektrik,active
Punto Betoni pa shlica 12 x 200 mm,Elektrik,,,,,elektrik,active
Lama sharre 5-cope 74 x 4.0 mm per dru,Elektrik,,,,,elektrik,active
Punto Druri Lewis 12 x 230 mm,Elektrik,,,,,elektrik,active
